ref,piece,max,min,geo_point_2d,surface,price_per_m2
27.3,2,32.8,19.1,"48.83906040108164, 2.2780763469189345",20.0,40.95
24.4,2,29.3,17.1,"48.87863907572485, 2.380127281829295",20.0,36.6
17.0,4,20.4,11.9,"48.88766108880349, 2.3744682121256666",40.0,12.75
32.8,1,39.4,23.0,"48.85209650697998, 2.3887648336025635",10.0,98.39999999999999
19.8,4,23.76,13.86,"48.87863907572485, 2.380127281829295",40.0,14.85
27.1,2,32.5,19.0,"48.88504369140323, 2.302909824651906",20.0,40.65
25.0,2,30.0,17.5,"48.89213818760241, 2.355536163296278",20.0,37.5
29.4,4,35.3,20.6,"48.85528871996157, 2.3336568680904577",40.0,22.05
28.6,1,34.32,20.02,"48.850622342726865, 2.252276907538065",10.0,85.80000000000001
31.0,1,37.2,21.7,"48.84194019337512, 2.356893889624744",10.0,93.0
26.2,2,31.44,18.34,"48.89257777114592, 2.334363089913081",20.0,39.300000000000004
30.3,1,36.4,21.2,"48.89166759106752, 2.3459787545931863",10.0,90.9
23.7,1,28.4,16.6,"48.854760283035255, 2.407430328235969",10.0,71.10000000000001
27.0,3,32.4,18.9,"48.873934691758095, 2.343252579473346",30.0,27.0
31.3,1,37.6,21.9,"48.87981191977869, 2.3448612910024424",10.0,93.89999999999999
30.4,3,36.5,21.3,"48.86327454383974, 2.259935831704838",30.0,30.399999999999995
29.7,1,35.6,20.8,"48.83373367612219, 2.3476730460658106",10.0,89.1
26.7,2,32.0,18.7,"48.87981191977869, 2.3448612910024424",20.0,40.05
29.2,1,35.0,20.4,"48.85706404083103, 2.380364061726767",10.0,87.6
27.3,2,32.8,19.1,"48.86228910809422, 2.3448988583110166",20.0,40.95
28.1,2,33.7,19.7,"48.83429362836976, 2.296919974448867",20.0,42.15
27.2,4,32.6,19.0,"48.85528871996157, 2.3336568680904577",40.0,20.4
26.0,4,31.2,18.2,"48.88117755028415, 2.289963738115156",40.0,19.5
33.7,1,40.4,23.6,"48.84691594405347, 2.374401626479208",10.0,101.10000000000001
27.8,3,33.4,19.5,"48.84766363545046, 2.354093153377686",30.0,27.8
27.8,3,33.4,19.5,"48.88117755028415, 2.289963738115156",30.0,27.8
24.6,2,29.5,17.2,"48.87863907572485, 2.380127281829295",20.0,36.9
25.3,4,30.4,17.7,"48.850171655497846, 2.291852642697574",40.0,18.975
16.5,4,19.8,11.6,"48.854760283035255, 2.407430328235969",40.0,12.375
18.9,3,22.7,13.2,"48.854760283035255, 2.407430328235969",30.0,18.9
36.4,1,43.7,25.5,"48.852895586218004, 2.3527750121216795",10.0,109.19999999999999
30.6,2,36.7,21.4,"48.86228910809422, 2.3448988583110166",20.0,45.9
25.3,3,30.4,17.7,"48.830359242366505, 2.428826815083849",30.0,25.3
34.6,1,41.5,24.2,"48.8490447659431, 2.3457466001872485",10.0,103.8
27.2,2,32.6,19.0,"48.850171655497846, 2.291852642697574",20.0,40.8
26.6,2,31.9,18.6,"48.83429362836976, 2.296919974448867",20.0,39.900000000000006
21.7,3,26.0,15.2,"48.854760283035255, 2.407430328235969",30.0,21.7
39.4,1,47.3,27.6,"48.85829990387876, 2.3015415556941874",10.0,118.2
32.4,2,38.9,22.7,"48.8490447659431, 2.3457466001872485",20.0,48.599999999999994
27.3,2,32.8,19.1,"48.823452771575106, 2.337070179863054",20.0,40.95
28.5,1,34.2,20.0,"48.87153120058614, 2.3875492398498035",10.0,85.5
27.4,2,32.9,19.2,"48.82665262554388, 2.3264369992249008",20.0,41.099999999999994
24.2,4,29.0,16.9,"48.83906040108164, 2.2780763469189345",40.0,18.15
30.7,1,36.8,21.5,"48.850622342726865, 2.252276907538065",10.0,92.1
29.0,2,34.8,20.3,"48.87124465089237, 2.3615036473450113",20.0,43.5
27.2,2,32.6,19.0,"48.8949426537908, 2.321118743705154",20.0,40.8
35.5,1,42.6,24.9,"48.88073523727109, 2.35747081044636",10.0,106.5
22.6,4,27.1,15.8,"48.8949426537908, 2.321118743705154",40.0,16.950000000000003
32.5,2,39.0,22.8,"48.86465997810256, 2.3363089189653063",20.0,48.75
29.3,2,35.2,20.5,"48.85829990387876, 2.3015415556941874",20.0,43.95
27.2,2,32.6,19.0,"48.868008337402706, 2.3446991274274604",20.0,40.8
22.4,4,26.9,15.7,"48.87361766097465, 2.352282894951218",40.0,16.799999999999997
33.2,1,39.8,23.2,"48.83373367612219, 2.3476730460658106",10.0,99.60000000000001
27.5,4,33.0,19.3,"48.8490447659431, 2.3457466001872485",40.0,20.625
31.6,1,37.9,22.1,"48.84194019337512, 2.356893889624744",10.0,94.80000000000001
18.9,3,22.7,13.2,"48.89555577457166, 2.384777229270242",30.0,18.9
32.8,1,39.4,23.0,"48.8490447659431, 2.3457466001872485",10.0,98.39999999999999
28.4,2,34.1,19.9,"48.830359242366505, 2.428826815083849",20.0,42.599999999999994
21.9,3,26.3,15.3,"48.8949426537908, 2.321118743705154",30.0,21.9
24.2,3,29.0,16.9,"48.8379956461218, 2.4331784419569793",30.0,24.2
31.1,2,37.3,21.8,"48.867018590627694, 2.328581664931248",20.0,46.650000000000006
25.7,3,30.8,18.0,"48.86371948395739, 2.395272820760115",30.0,25.7
27.2,2,32.6,19.0,"48.86388739200144, 2.363123300986952",20.0,40.8
25.8,3,31.0,18.1,"48.868008337402706, 2.3446991274274604",30.0,25.8
25.3,3,30.4,17.7,"48.850171655497846, 2.291852642697574",30.0,25.3
29.9,3,35.9,20.9,"48.859192412713874, 2.3632050573309638",30.0,29.9
31.6,1,37.9,22.1,"48.84271125032415, 2.3107774536393966",10.0,94.80000000000001
29.7,3,35.64,20.79,"48.85035926154756, 2.3110309362657557",30.0,29.7
31.5,2,37.8,22.1,"48.86065013520993, 2.3349103292801994",20.0,47.25
26.9,2,32.3,18.8,"48.850171655497846, 2.291852642697574",20.0,40.35
29.3,4,35.2,20.5,"48.85829990387876, 2.3015415556941874",40.0,21.975
28.6,3,34.3,20.0,"48.88117755028415, 2.289963738115156",30.0,28.6
25.8,4,31.0,18.1,"48.85829990387876, 2.3015415556941874",40.0,19.35
25.5,3,30.6,17.9,"48.85706404083103, 2.380364061726767",30.0,25.5
32.4,3,38.9,22.7,"48.84642759400415, 2.327356878234607",30.0,32.4
35.1,1,42.1,24.6,"48.874135575605415, 2.3041188097211407",10.0,105.30000000000001
38.8,1,46.6,27.2,"48.85438440363996, 2.340035371130514",10.0,116.39999999999999
20.0,3,24.0,14.0,"48.86371948395739, 2.395272820760115",30.0,20.0
23.1,3,27.7,16.2,"48.876008290020586, 2.36812301788768",30.0,23.1
28.0,2,33.6,19.6,"48.89213818760241, 2.355536163296278",20.0,42.0
25.2,4,30.2,17.6,"48.87126549302095, 2.320053028649194",40.0,18.9
31.9,1,38.3,22.3,"48.87993433878255, 2.3328501965554715",10.0,95.7
34.7,1,41.6,24.3,"48.85528871996157, 2.3336568680904577",10.0,104.10000000000001
16.6,4,19.9,11.6,"48.894012169582226, 2.3643867790293243",40.0,12.450000000000001
34.8,1,41.8,24.4,"48.868008337402706, 2.3446991274274604",10.0,104.39999999999999
26.0,4,31.2,18.2,"48.86740319007272, 2.3729648249267643",40.0,19.5
36.9,1,44.3,25.8,"48.87126549302095, 2.320053028649194",10.0,110.7
27.2,1,32.6,19.0,"48.87863907572485, 2.380127281829295",10.0,81.6
34.9,1,41.88,24.43,"48.84766363545046, 2.354093153377686",10.0,104.69999999999999
29.6,1,35.5,20.7,"48.86234502354463, 2.376118055918989",10.0,88.8
33.8,1,40.56,23.66,"48.87361766097465, 2.352282894951218",10.0,101.39999999999999
29.5,4,35.4,20.65,"48.869306638088744, 2.3334318076581146",40.0,22.125
24.3,3,29.2,17.0,"48.86065013520993, 2.3349103292801994",30.0,24.3
29.0,4,34.8,20.3,"48.87354738020911, 2.332268868869704",40.0,21.75
26.3,2,31.56,18.41,"48.8671501183107, 2.3500801904088187",20.0,39.449999999999996
29.8,4,35.8,20.9,"48.867018590627694, 2.328581664931248",40.0,22.35
27.5,4,33.0,19.25,"48.858514966137854, 2.3164447403399206",40.0,20.625
30.8,1,37.0,21.6,"48.84271125032415, 2.3107774536393966",10.0,92.4
27.9,4,33.48,19.53,"48.86910019977125, 2.3394607437483312",40.0,20.925
24.3,3,29.16,17.01,"48.82665262554388, 2.3264369992249008",30.0,24.3
20.3,3,24.4,14.2,"48.89166759106752, 2.3459787545931863",30.0,20.3
23.0,4,27.6,16.1,"48.8949426537908, 2.321118743705154",40.0,17.25
25.5,3,30.6,17.9,"48.87124465089237, 2.3615036473450113",30.0,25.5
26.3,3,31.6,18.4,"48.83031704260011, 2.315304931573413",30.0,26.3
25.3,3,30.4,17.7,"48.88117755028415, 2.289963738115156",30.0,25.3
23.8,4,28.6,16.7,"48.823452771575106, 2.337070179863054",40.0,17.849999999999998
24.6,3,29.5,17.2,"48.86234502354463, 2.376118055918989",30.0,24.6
23.3,4,28.0,16.3,"48.8376230959726, 2.331783822887114",40.0,17.475
21.1,3,25.3,14.8,"48.87124465089237, 2.3615036473450113",30.0,21.1
23.7,4,28.4,16.6,"48.87981191977869, 2.3448612910024424",40.0,17.775000000000002
19.1,3,22.92,13.37,"48.88766108880349, 2.3744682121256666",30.0,19.1
25.1,4,30.12,17.57,"48.86647028948414, 2.3570831310567835",40.0,18.825000000000003
20.5,2,24.6,14.35,"48.894012169582226, 2.3643867790293243",20.0,30.749999999999996
26.3,2,31.56,18.41,"48.823452771575106, 2.337070179863054",20.0,39.449999999999996
32.2,1,38.6,22.5,"48.85209650697998, 2.3887648336025635",10.0,96.60000000000001
30.5,2,36.6,21.35,"48.874135575605415, 2.3041188097211407",20.0,45.75
24.8,4,29.76,17.36,"48.8376230959726, 2.331783822887114",40.0,18.6
29.7,1,35.64,20.79,"48.88766108880349, 2.3744682121256666",10.0,89.1
19.3,4,23.2,13.5,"48.89166759106752, 2.3459787545931863",40.0,14.475000000000001
26.2,4,31.4,18.3,"48.83906040108164, 2.2780763469189345",40.0,19.650000000000002
17.3,4,20.8,12.1,"48.89555577457166, 2.384777229270242",40.0,12.975
32.3,1,38.76,22.61,"48.873934691758095, 2.343252579473346",10.0,96.89999999999999
37.2,1,44.64,26.04,"48.874135575605415, 2.3041188097211407",10.0,111.60000000000001
23.7,1,28.4,16.6,"48.88766108880349, 2.3744682121256666",10.0,71.10000000000001
33.1,1,39.72,23.17,"48.82665262554388, 2.3264369992249008",10.0,99.3
28.7,4,34.4,20.1,"48.87354738020911, 2.332268868869704",40.0,21.525000000000002
27.5,3,33.0,19.25,"48.84168428795317, 2.3438609263160095",30.0,27.5
24.1,3,28.9,16.9,"48.8376230959726, 2.331783822887114",30.0,24.1
27.2,2,32.6,19.0,"48.86740319007272, 2.3729648249267643",20.0,40.8
35.4,1,42.48,24.78,"48.86465997810256, 2.3363089189653063",10.0,106.2
28.6,1,34.3,20.0,"48.8379956461218, 2.4331784419569793",10.0,85.80000000000001
28.6,4,34.3,20.0,"48.868008337402706, 2.3446991274274604",40.0,21.450000000000003
22.1,3,26.5,15.5,"48.835209049865114, 2.3862100842120184",30.0,22.1
29.4,4,35.3,20.6,"48.869306638088744, 2.3334318076581146",40.0,22.05
28.7,4,34.4,20.1,"48.87126549302095, 2.320053028649194",40.0,21.525000000000002
29.4,4,35.3,20.6,"48.87126549302095, 2.320053028649194",40.0,22.05
24.6,3,29.5,17.2,"48.84194019337512, 2.356893889624744",30.0,24.6
16.5,4,19.8,11.6,"48.88163816729657, 2.3954401666237373",40.0,12.375
22.8,2,27.36,15.96,"48.89166759106752, 2.3459787545931863",20.0,34.2
32.8,1,39.4,23.0,"48.859192412713874, 2.3632050573309638",10.0,98.39999999999999
22.7,3,27.2,15.9,"48.86740319007272, 2.3729648249267643",30.0,22.7
28.9,1,34.7,20.2,"48.86371948395739, 2.395272820760115",10.0,86.69999999999999
24.2,3,29.0,16.9,"48.86647028948414, 2.3570831310567835",30.0,24.2
27.2,2,32.6,19.0,"48.830359242366505, 2.428826815083849",20.0,40.8
28.0,4,33.6,19.6,"48.85571865089275, 2.358162333852766",40.0,21.0
38.0,1,45.6,26.6,"48.86065013520993, 2.3349103292801994",10.0,114.0
23.7,1,28.4,16.6,"48.87103473909125, 2.406171530151038",10.0,71.10000000000001
27.3,2,32.8,19.1,"48.86740319007272, 2.3729648249267643",20.0,40.95
36.6,1,43.9,25.6,"48.874135575605415, 2.3041188097211407",10.0,109.80000000000001
35.4,1,42.5,24.8,"48.8671501183107, 2.3500801904088187",10.0,106.2
25.5,3,30.6,17.85,"48.888481513920595, 2.313856169006357",30.0,25.5
38.0,1,45.6,26.6,"48.85829990387876, 2.3015415556941874",10.0,114.0
26.3,3,31.6,18.4,"48.862557245043206, 2.354851518245669",30.0,26.3
29.3,2,35.16,20.51,"48.85438440363996, 2.340035371130514",20.0,43.95
31.1,1,37.3,21.8,"48.84271125032415, 2.3107774536393966",10.0,93.30000000000001
30.5,2,36.6,21.35,"48.85438440363996, 2.340035371130514",20.0,45.75
25.1,4,30.12,17.57,"48.859192412713874, 2.3632050573309638",40.0,18.825000000000003
26.3,3,31.6,18.4,"48.82312780567426, 2.352433149542824",30.0,26.3
26.4,3,31.68,18.48,"48.87981191977869, 2.3448612910024424",30.0,26.4
26.7,4,32.0,18.7,"48.86065013520993, 2.3349103292801994",40.0,20.025
26.1,4,31.32,18.27,"48.869306638088744, 2.3334318076581146",40.0,19.575000000000003
38.0,1,45.6,26.6,"48.852895586218004, 2.3527750121216795",10.0,114.0
32.2,1,38.6,22.5,"48.83373367612219, 2.3476730460658106",10.0,96.60000000000001
25.8,4,31.0,18.1,"48.86465997810256, 2.3363089189653063",40.0,19.35
23.0,4,27.6,16.1,"48.87103473909125, 2.406171530151038",40.0,17.25
29.5,4,35.4,20.65,"48.86465997810256, 2.3363089189653063",40.0,22.125
29.2,2,35.0,20.4,"48.8376230959726, 2.331783822887114",20.0,43.8
34.3,4,41.16,24.01,"48.85526326937375, 2.3255876525808024",40.0,25.724999999999998
30.4,2,36.5,21.3,"48.847800629292664, 2.3363388275876775",20.0,45.6
29.0,2,34.8,20.3,"48.84271125032415, 2.3107774536393966",20.0,43.5
31.7,1,38.04,22.19,"48.8376230959726, 2.331783822887114",10.0,95.1
21.6,3,25.92,15.12,"48.8949426537908, 2.321118743705154",30.0,21.6
23.2,3,27.84,16.24,"48.82752745777257, 2.3723977369189355",30.0,23.2
29.8,4,35.8,20.9,"48.87126549302095, 2.320053028649194",40.0,22.35
27.6,3,33.12,19.32,"48.87814767585099, 2.3171746113048903",30.0,27.6
28.2,1,33.84,19.74,"48.89166759106752, 2.3459787545931863",10.0,84.6
22.6,4,27.1,15.8,"48.835209049865114, 2.3862100842120184",40.0,16.950000000000003
28.7,4,34.44,20.09,"48.86388739200144, 2.363123300986952",40.0,21.525000000000002
27.5,4,33.0,19.3,"48.88504369140323, 2.302909824651906",40.0,20.625
23.0,4,27.6,16.1,"48.82752745777257, 2.3723977369189355",40.0,17.25
27.6,4,33.1,19.3,"48.88117755028415, 2.289963738115156",40.0,20.700000000000003
30.9,3,37.08,21.63,"48.869306638088744, 2.3334318076581146",30.0,30.900000000000002
25.1,4,30.12,17.57,"48.84766363545046, 2.354093153377686",40.0,18.825000000000003
32.9,2,39.5,23.0,"48.85035926154756, 2.3110309362657557",20.0,49.35
23.9,2,28.68,16.73,"48.894012169582226, 2.3643867790293243",20.0,35.849999999999994
31.3,1,37.6,21.9,"48.87993433878255, 2.3328501965554715",10.0,93.89999999999999
29.4,4,35.3,20.6,"48.87354738020911, 2.332268868869704",40.0,22.05
20.5,3,24.6,14.4,"48.854760283035255, 2.407430328235969",30.0,20.5
32.4,2,38.9,22.7,"48.85035926154756, 2.3110309362657557",20.0,48.599999999999994
31.8,2,38.2,22.3,"48.85035926154756, 2.3110309362657557",20.0,47.7
34.1,1,40.9,23.9,"48.869306638088744, 2.3334318076581146",10.0,102.30000000000001
26.7,3,32.0,18.7,"48.8949426537908, 2.321118743705154",30.0,26.7
28.6,3,34.3,20.0,"48.8671501183107, 2.3500801904088187",30.0,28.6
26.6,2,31.9,18.6,"48.86647028948414, 2.3570831310567835",20.0,39.900000000000006
35.4,1,42.5,24.8,"48.84168428795317, 2.3438609263160095",10.0,106.2
34.1,1,40.9,23.9,"48.847800629292664, 2.3363388275876775",10.0,102.30000000000001
27.2,2,32.6,19.0,"48.859192412713874, 2.3632050573309638",20.0,40.8
36.8,1,44.2,25.8,"48.862557245043206, 2.354851518245669",10.0,110.39999999999999
31.9,1,38.3,22.3,"48.830359242366505, 2.428826815083849",10.0,95.7
31.6,1,37.9,22.1,"48.83740588522813, 2.3633186351497177",10.0,94.80000000000001
30.1,4,36.1,21.1,"48.8490447659431, 2.3457466001872485",40.0,22.575000000000003
30.6,2,36.7,21.4,"48.87361766097465, 2.352282894951218",20.0,45.9
26.3,4,31.6,18.4,"48.87354738020911, 2.332268868869704",40.0,19.724999999999998
34.4,1,41.3,24.1,"48.85209650697998, 2.3887648336025635",10.0,103.2
32.7,1,39.2,22.9,"48.83031704260011, 2.315304931573413",10.0,98.10000000000001
24.6,3,29.5,17.2,"48.86234502354463, 2.376118055918989",30.0,24.6
22.9,3,27.5,16.0,"48.84691594405347, 2.374401626479208",30.0,22.9
22.9,4,27.5,16.0,"48.87124465089237, 2.3615036473450113",40.0,17.175
25.8,2,31.0,18.1,"48.84691594405347, 2.374401626479208",20.0,38.7
30.4,3,36.5,21.3,"48.871765634282355, 2.2719177404675657",30.0,30.399999999999995
22.3,3,26.8,15.6,"48.82752745777257, 2.3723977369189355",30.0,22.3
33.3,2,40.0,23.3,"48.86910019977125, 2.3394607437483312",20.0,49.949999999999996
29.2,1,35.0,20.4,"48.876008290020586, 2.36812301788768",10.0,87.6
24.7,4,29.6,17.3,"48.86234502354463, 2.376118055918989",40.0,18.525
29.1,1,34.9,20.4,"48.89555577457166, 2.384777229270242",10.0,87.30000000000001
27.2,1,32.6,19.0,"48.82752745777257, 2.3723977369189355",10.0,81.6
27.4,2,32.9,19.2,"48.85209650697998, 2.3887648336025635",20.0,41.099999999999994
29.6,3,35.5,20.7,"48.88504369140323, 2.302909824651906",30.0,29.6
28.0,2,33.6,19.6,"48.876008290020586, 2.36812301788768",20.0,42.0
28.4,1,34.1,19.9,"48.876008290020586, 2.36812301788768",10.0,85.19999999999999
30.2,2,36.2,21.1,"48.86228910809422, 2.3448988583110166",20.0,45.3
33.2,1,39.8,23.2,"48.873934691758095, 2.343252579473346",10.0,99.60000000000001
22.9,3,27.5,16.0,"48.85706404083103, 2.380364061726767",30.0,22.9
32.3,3,38.8,22.6,"48.85528871996157, 2.3336568680904577",30.0,32.3
28.0,4,33.6,19.6,"48.83906040108164, 2.2780763469189345",40.0,21.0
27.4,3,32.9,19.2,"48.87153120058614, 2.3875492398498035",30.0,27.4
25.8,2,31.0,18.1,"48.87153120058614, 2.3875492398498035",20.0,38.7
30.1,4,36.1,21.1,"48.87126549302095, 2.320053028649194",40.0,22.575000000000003
24.2,4,29.0,16.9,"48.87993433878255, 2.3328501965554715",40.0,18.15
28.3,4,34.0,19.8,"48.868008337402706, 2.3446991274274604",40.0,21.225
29.8,4,35.8,20.9,"48.85829990387876, 2.3015415556941874",40.0,22.35
29.6,3,35.5,20.7,"48.867074492185395, 2.3086516846814",30.0,29.6
29.9,3,35.9,20.9,"48.8671501183107, 2.3500801904088187",30.0,29.9
31.9,1,38.3,22.3,"48.84271125032415, 2.3107774536393966",10.0,95.7
32.4,2,38.9,22.7,"48.858514966137854, 2.3164447403399206",20.0,48.599999999999994
35.6,1,42.7,24.9,"48.859192412713874, 2.3632050573309638",10.0,106.8
28.3,1,34.0,19.8,"48.83031704260011, 2.315304931573413",10.0,84.9
24.1,3,28.9,16.9,"48.86228910809422, 2.3448988583110166",30.0,24.1
25.5,2,30.6,17.9,"48.89166759106752, 2.3459787545931863",20.0,38.25
27.2,4,32.6,19.0,"48.86065013520993, 2.3349103292801994",40.0,20.4
35.6,1,42.7,24.9,"48.84766363545046, 2.354093153377686",10.0,106.8
33.6,1,40.3,23.5,"48.87814767585099, 2.3171746113048903",10.0,100.80000000000001
30.8,1,37.0,21.6,"48.86740319007272, 2.3729648249267643",10.0,92.4
27.1,3,32.5,19.0,"48.874135575605415, 2.3041188097211407",30.0,27.1
24.6,2,29.5,17.2,"48.86371948395739, 2.395272820760115",20.0,36.9
32.5,2,39.0,22.8,"48.86065013520993, 2.3349103292801994",20.0,48.75
30.0,2,36.0,21.0,"48.83740588522813, 2.3633186351497177",20.0,45.0
25.3,3,30.4,17.7,"48.850622342726865, 2.252276907538065",30.0,25.3
31.1,2,37.3,21.8,"48.84271125032415, 2.3107774536393966",20.0,46.650000000000006
27.1,3,32.5,19.0,"48.89166759106752, 2.3459787545931863",30.0,27.1
33.9,2,40.7,23.7,"48.86465997810256, 2.3363089189653063",20.0,50.849999999999994
32.3,3,38.8,22.6,"48.867074492185395, 2.3086516846814",30.0,32.3
23.4,4,28.1,16.4,"48.87103473909125, 2.406171530151038",40.0,17.549999999999997
22.3,3,26.8,15.6,"48.89555577457166, 2.384777229270242",30.0,22.3
30.0,2,36.0,21.0,"48.84194019337512, 2.356893889624744",20.0,45.0
29.3,4,35.2,20.5,"48.858514966137854, 2.3164447403399206",40.0,21.975
27.2,2,32.6,19.0,"48.86647028948414, 2.3570831310567835",20.0,40.8
25.8,3,31.0,18.1,"48.83373367612219, 2.3476730460658106",30.0,25.8
31.3,1,37.6,21.9,"48.84271125032415, 2.3107774536393966",10.0,93.89999999999999
34.2,4,41.0,23.9,"48.858514966137854, 2.3164447403399206",40.0,25.650000000000002
30.4,2,36.5,21.3,"48.869306638088744, 2.3334318076581146",20.0,45.6
27.8,4,33.4,19.5,"48.86843361445447, 2.2916790427412166",40.0,20.85
27.9,4,33.5,19.5,"48.858514966137854, 2.3164447403399206",40.0,20.925
32.7,1,39.2,22.9,"48.871765634282355, 2.2719177404675657",10.0,98.10000000000001
29.4,4,35.3,20.6,"48.874135575605415, 2.3041188097211407",40.0,22.05
33.2,1,39.8,23.2,"48.86327454383974, 2.259935831704838",10.0,99.60000000000001
26.7,2,32.0,18.7,"48.88073523727109, 2.35747081044636",20.0,40.05
16.5,4,19.8,11.6,"48.89555577457166, 2.384777229270242",40.0,12.375
29.9,2,35.9,20.9,"48.850622342726865, 2.252276907538065",20.0,44.849999999999994
22.4,3,26.9,15.7,"48.8949426537908, 2.321118743705154",30.0,22.4
30.1,1,36.1,21.1,"48.86740319007272, 2.3729648249267643",10.0,90.30000000000001
25.1,3,30.1,17.6,"48.85706404083103, 2.380364061726767",30.0,25.1
25.4,3,30.5,17.8,"48.8490447659431, 2.3457466001872485",30.0,25.4
33.7,1,40.4,23.6,"48.84194019337512, 2.356893889624744",10.0,101.10000000000001
27.0,2,32.4,18.9,"48.862557245043206, 2.354851518245669",20.0,40.5
30.4,2,36.5,21.3,"48.85438440363996, 2.340035371130514",20.0,45.6
29.2,2,35.0,20.4,"48.87361766097465, 2.352282894951218",20.0,43.8
26.6,3,31.9,18.6,"48.87126549302095, 2.320053028649194",30.0,26.6
39.8,1,47.8,27.9,"48.858514966137854, 2.3164447403399206",10.0,119.39999999999999
26.7,2,32.0,18.7,"48.87993433878255, 2.3328501965554715",20.0,40.05
27.3,2,32.8,19.1,"48.888481513920595, 2.313856169006357",20.0,40.95
26.7,2,32.0,18.7,"48.83373367612219, 2.3476730460658106",20.0,40.05
34.7,2,41.6,24.3,"48.85829990387876, 2.3015415556941874",20.0,52.050000000000004
32.4,2,38.9,22.7,"48.84168428795317, 2.3438609263160095",20.0,48.599999999999994
23.4,3,28.1,16.4,"48.88163816729657, 2.3954401666237373",30.0,23.4
38.0,1,45.6,26.6,"48.85438440363996, 2.340035371130514",10.0,114.0
30.1,1,36.1,21.1,"48.8949426537908, 2.321118743705154",10.0,90.30000000000001
23.5,3,28.2,16.5,"48.873934691758095, 2.343252579473346",30.0,23.5
21.7,3,26.0,15.2,"48.89555577457166, 2.384777229270242",30.0,21.7
32.4,2,38.9,22.7,"48.86388739200144, 2.363123300986952",20.0,48.599999999999994
32.2,1,38.6,22.5,"48.87981191977869, 2.3448612910024424",10.0,96.60000000000001
28.7,4,34.4,20.1,"48.87814767585099, 2.3171746113048903",40.0,21.525000000000002
20.5,3,24.6,14.4,"48.88163816729657, 2.3954401666237373",30.0,20.5
