ref,piece,max,min,geo_point_2d,surface,price_per_m2
32.1,1,38.52,22.47,"48.84766363545046, 2.354093153377686",10.0,96.3
35.9,1,43.08,25.13,"48.86065013520993, 2.3349103292801994",10.0,107.69999999999999
28.2,2,33.84,19.74,"48.87981191977869, 2.3448612910024424",20.0,42.3
25.7,2,30.84,17.99,"48.86228910809422, 2.3448988583110166",20.0,38.55
29.0,2,34.8,20.3,"48.86228910809422, 2.3448988583110166",20.0,43.5
31.2,3,37.44,21.84,"48.87354738020911, 2.332268868869704",30.0,31.200000000000003
21.8,2,26.16,15.26,"48.88766108880349, 2.3744682121256666",20.0,32.7
23.5,4,28.2,16.5,"48.87981191977869, 2.3448612910024424",40.0,17.625
28.2,1,33.84,19.74,"48.8949426537908, 2.321118743705154",10.0,84.6
27.3,3,32.8,19.1,"48.88504369140323, 2.302909824651906",30.0,27.3
26.8,3,32.16,18.76,"48.8376230959726, 2.331783822887114",30.0,26.8
30.4,2,36.5,21.3,"48.85528871996157, 2.3336568680904577",20.0,45.6
29.5,4,35.4,20.65,"48.852895586218004, 2.3527750121216795",40.0,22.125
21.2,4,25.44,14.84,"48.87863907572485, 2.380127281829295",40.0,15.9
30.5,2,36.6,21.35,"48.869306638088744, 2.3334318076581146",20.0,45.75
25.2,2,30.24,17.64,"48.888481513920595, 2.313856169006357",20.0,37.8
25.4,4,30.48,17.78,"48.874135575605415, 2.3041188097211407",40.0,19.05
24.3,4,29.16,17.01,"48.84691594405347, 2.374401626479208",40.0,18.225
25.0,3,30.0,17.5,"48.85438440363996, 2.340035371130514",30.0,25.0
22.6,4,27.12,15.82,"48.86371948395739, 2.395272820760115",40.0,16.950000000000003
32.9,1,39.48,23.03,"48.852895586218004, 2.3527750121216795",10.0,98.7
30.3,1,36.36,21.21,"48.850171655497846, 2.291852642697574",10.0,90.9
28.5,2,34.2,19.95,"48.82665262554388, 2.3264369992249008",20.0,42.75
26.4,4,31.68,18.48,"48.8671501183107, 2.3500801904088187",40.0,19.799999999999997
26.0,4,31.2,18.2,"48.83906040108164, 2.2780763469189345",40.0,19.5
22.4,3,26.88,15.68,"48.89213818760241, 2.355536163296278",30.0,22.4
23.4,2,28.08,16.38,"48.89166759106752, 2.3459787545931863",20.0,35.099999999999994
30.4,2,36.48,21.28,"48.867074492185395, 2.3086516846814",20.0,45.6
19.5,4,23.4,13.65,"48.89257777114592, 2.334363089913081",40.0,14.625
30.2,2,36.24,21.14,"48.86065013520993, 2.3349103292801994",20.0,45.3
30.5,2,36.6,21.35,"48.847800629292664, 2.3363388275876775",20.0,45.75
29.9,2,35.88,20.93,"48.86065013520993, 2.3349103292801994",20.0,44.849999999999994
24.5,3,29.4,17.15,"48.86065013520993, 2.3349103292801994",30.0,24.5
34.7,1,41.64,24.29,"48.8671501183107, 2.3500801904088187",10.0,104.10000000000001
28.9,4,34.68,20.23,"48.86065013520993, 2.3349103292801994",40.0,21.674999999999997
25.2,3,30.24,17.64,"48.86465997810256, 2.3363089189653063",30.0,25.2
22.6,4,27.1,15.8,"48.823452771575106, 2.337070179863054",40.0,16.950000000000003
22.9,4,27.5,16.0,"48.85706404083103, 2.380364061726767",40.0,17.175
33.7,1,40.4,23.6,"48.86740319007272, 2.3729648249267643",10.0,101.10000000000001
30.6,2,36.7,21.4,"48.87981191977869, 2.3448612910024424",20.0,45.9
31.5,1,37.8,22.05,"48.869306638088744, 2.3334318076581146",10.0,94.5
38.8,1,46.6,27.2,"48.851585175021285, 2.3647679538731117",10.0,116.39999999999999
31.9,2,38.28,22.33,"48.869306638088744, 2.3334318076581146",20.0,47.85
29.1,4,34.9,20.4,"48.87814767585099, 2.3171746113048903",40.0,21.825000000000003
33.7,1,40.44,23.59,"48.86910019977125, 2.3394607437483312",10.0,101.10000000000001
25.7,4,30.8,18.0,"48.83740588522813, 2.3633186351497177",40.0,19.275
27.0,3,32.4,18.9,"48.8671501183107, 2.3500801904088187",30.0,27.0
25.9,4,31.08,18.13,"48.86910019977125, 2.3394607437483312",40.0,19.424999999999997
26.3,4,31.6,18.4,"48.874135575605415, 2.3041188097211407",40.0,19.724999999999998
28.4,4,34.08,19.88,"48.8671501183107, 2.3500801904088187",40.0,21.299999999999997
33.7,1,40.44,23.59,"48.86647028948414, 2.3570831310567835",10.0,101.10000000000001
27.2,3,32.64,19.04,"48.86647028948414, 2.3570831310567835",30.0,27.2
26.0,4,31.2,18.2,"48.859192412713874, 2.3632050573309638",40.0,19.5
33.6,1,40.3,23.5,"48.86327454383974, 2.259935831704838",10.0,100.80000000000001
25.7,2,30.84,17.99,"48.859192412713874, 2.3632050573309638",20.0,38.55
26.0,3,31.2,18.2,"48.86388739200144, 2.363123300986952",30.0,26.0
25.8,2,30.96,18.06,"48.85571865089275, 2.358162333852766",20.0,38.7
35.1,1,42.12,24.57,"48.84168428795317, 2.3438609263160095",10.0,105.30000000000001
26.0,4,31.2,18.2,"48.862557245043206, 2.354851518245669",40.0,19.5
33.6,1,40.3,23.5,"48.87814767585099, 2.3171746113048903",10.0,100.80000000000001
25.9,4,31.08,18.13,"48.862557245043206, 2.354851518245669",40.0,19.424999999999997
26.0,4,31.2,18.2,"48.876008290020586, 2.36812301788768",40.0,19.5
24.6,2,29.5,17.2,"48.88766108880349, 2.3744682121256666",20.0,36.9
30.2,2,36.24,21.14,"48.852895586218004, 2.3527750121216795",20.0,45.3
25.8,3,31.0,18.1,"48.83031704260011, 2.315304931573413",30.0,25.8
28.3,3,33.96,19.81,"48.862557245043206, 2.354851518245669",30.0,28.3
27.2,2,32.6,19.0,"48.84168428795317, 2.3438609263160095",20.0,40.8
33.7,1,40.4,23.6,"48.868008337402706, 2.3446991274274604",10.0,101.10000000000001
35.8,1,42.96,25.06,"48.84642759400415, 2.327356878234607",10.0,107.39999999999999
27.4,2,32.9,19.2,"48.888481513920595, 2.313856169006357",20.0,41.099999999999994
36.0,1,43.2,25.2,"48.847800629292664, 2.3363388275876775",10.0,108.0
25.2,3,30.24,17.64,"48.85528871996157, 2.3336568680904577",30.0,25.2
34.4,1,41.3,24.1,"48.88504369140323, 2.302909824651906",10.0,103.2
28.4,1,34.1,19.9,"48.830359242366505, 2.428826815083849",10.0,85.19999999999999
33.2,2,39.84,23.24,"48.858514966137854, 2.3164447403399206",20.0,49.800000000000004
28.7,2,34.44,20.09,"48.8490447659431, 2.3457466001872485",20.0,43.050000000000004
27.2,1,32.64,19.04,"48.876008290020586, 2.36812301788768",10.0,81.6
28.3,4,34.0,19.8,"48.84271125032415, 2.3107774536393966",40.0,21.225
33.7,1,40.4,23.6,"48.876008290020586, 2.36812301788768",10.0,101.10000000000001
29.0,2,34.8,20.3,"48.850622342726865, 2.252276907538065",20.0,43.5
24.4,4,29.28,17.08,"48.876008290020586, 2.36812301788768",40.0,18.3
25.9,3,31.1,18.1,"48.867074492185395, 2.3086516846814",30.0,25.9
31.5,2,37.8,22.1,"48.86065013520993, 2.3349103292801994",20.0,47.25
29.0,2,34.8,20.3,"48.84691594405347, 2.374401626479208",20.0,43.5
27.0,3,32.4,18.9,"48.862557245043206, 2.354851518245669",30.0,27.0
32.8,1,39.4,23.0,"48.87981191977869, 2.3448612910024424",10.0,98.39999999999999
24.7,1,29.6,17.3,"48.87103473909125, 2.406171530151038",10.0,74.1
32.9,1,39.48,23.03,"48.87993433878255, 2.3328501965554715",10.0,98.7
32.8,1,39.36,22.96,"48.86234502354463, 2.376118055918989",10.0,98.39999999999999
21.8,2,26.16,15.26,"48.835209049865114, 2.3862100842120184",20.0,32.7
27.2,3,32.64,19.04,"48.87814767585099, 2.3171746113048903",30.0,27.2
26.3,4,31.6,18.4,"48.86465997810256, 2.3363089189653063",40.0,19.724999999999998
24.5,4,29.4,17.15,"48.87361766097465, 2.352282894951218",40.0,18.375
21.0,4,25.2,14.7,"48.82752745777257, 2.3723977369189355",40.0,15.75
27.0,1,32.4,18.9,"48.87124465089237, 2.3615036473450113",10.0,81.0
28.7,1,34.44,20.09,"48.87124465089237, 2.3615036473450113",10.0,86.10000000000001
26.2,3,31.4,18.3,"48.83740588522813, 2.3633186351497177",30.0,26.2
31.5,1,37.8,22.05,"48.87126549302095, 2.320053028649194",10.0,94.5
25.9,3,31.1,18.1,"48.85438440363996, 2.340035371130514",30.0,25.9
27.2,4,32.6,19.0,"48.874135575605415, 2.3041188097211407",40.0,20.4
26.0,3,31.2,18.2,"48.823452771575106, 2.337070179863054",30.0,26.0
26.4,3,31.68,18.48,"48.888481513920595, 2.313856169006357",30.0,26.4
24.7,1,29.6,17.3,"48.894012169582226, 2.3643867790293243",10.0,74.1
32.9,1,39.48,23.03,"48.83373367612219, 2.3476730460658106",10.0,98.7
28.0,1,33.6,19.6,"48.89166759106752, 2.3459787545931863",10.0,84.0
27.6,1,33.12,19.32,"48.83429362836976, 2.296919974448867",10.0,82.80000000000001
29.9,3,35.9,20.9,"48.84766363545046, 2.354093153377686",30.0,29.9
26.7,3,32.04,18.69,"48.83373367612219, 2.3476730460658106",30.0,26.7
28.7,4,34.44,20.09,"48.868008337402706, 2.3446991274274604",40.0,21.525000000000002
27.5,4,33.0,19.3,"48.86388739200144, 2.363123300986952",40.0,20.625
21.9,4,26.28,15.33,"48.8949426537908, 2.321118743705154",40.0,16.425
33.9,2,40.7,23.7,"48.874135575605415, 2.3041188097211407",20.0,50.849999999999994
27.2,1,32.6,19.0,"48.86371948395739, 2.395272820760115",10.0,81.6
26.8,4,32.16,18.76,"48.86843361445447, 2.2916790427412166",40.0,20.1
27.1,3,32.5,19.0,"48.87126549302095, 2.320053028649194",30.0,27.1
21.9,4,26.28,15.33,"48.823452771575106, 2.337070179863054",40.0,16.425
29.8,1,35.8,20.9,"48.85209650697998, 2.3887648336025635",10.0,89.4
25.8,3,30.96,18.06,"48.83373367612219, 2.3476730460658106",30.0,25.8
32.8,1,39.36,22.96,"48.82665262554388, 2.3264369992249008",10.0,98.39999999999999
26.0,3,31.2,18.2,"48.830359242366505, 2.428826815083849",30.0,26.0
28.9,1,34.68,20.23,"48.82312780567426, 2.352433149542824",10.0,86.69999999999999
34.7,1,41.6,24.3,"48.87354738020911, 2.332268868869704",10.0,104.10000000000001
24.6,2,29.52,17.22,"48.82312780567426, 2.352433149542824",20.0,36.9
27.2,2,32.6,19.0,"48.84766363545046, 2.354093153377686",20.0,40.8
25.2,4,30.2,17.6,"48.82312780567426, 2.352433149542824",40.0,18.9
26.6,4,31.9,18.6,"48.87361766097465, 2.352282894951218",40.0,19.950000000000003
28.3,2,33.96,19.81,"48.871765634282355, 2.2719177404675657",20.0,42.45
30.6,4,36.7,21.4,"48.874135575605415, 2.3041188097211407",40.0,22.95
33.3,2,40.0,23.3,"48.86647028948414, 2.3570831310567835",20.0,49.949999999999996
34.4,1,41.3,24.1,"48.83740588522813, 2.3633186351497177",10.0,103.2
31.1,1,37.32,21.77,"48.83429362836976, 2.296919974448867",10.0,93.30000000000001
36.0,1,43.2,25.2,"48.86065013520993, 2.3349103292801994",10.0,108.0
27.2,4,32.6,19.0,"48.851585175021285, 2.3647679538731117",40.0,20.4
22.3,3,26.76,15.61,"48.87153120058614, 2.3875492398498035",30.0,22.3
24.0,3,28.8,16.8,"48.86228910809422, 2.3448988583110166",30.0,24.0
26.6,2,31.9,18.6,"48.85209650697998, 2.3887648336025635",20.0,39.900000000000006
28.7,1,34.44,20.09,"48.87153120058614, 2.3875492398498035",10.0,86.10000000000001
27.7,3,33.24,19.39,"48.86065013520993, 2.3349103292801994",30.0,27.7
26.0,3,31.2,18.2,"48.86647028948414, 2.3570831310567835",30.0,26.0
24.3,4,29.2,17.0,"48.86371948395739, 2.395272820760115",40.0,18.225
28.6,2,34.32,20.02,"48.86465997810256, 2.3363089189653063",20.0,42.900000000000006
35.0,1,42.0,24.5,"48.85438440363996, 2.340035371130514",10.0,105.0
29.6,4,35.52,20.72,"48.86465997810256, 2.3363089189653063",40.0,22.2
28.6,2,34.32,20.02,"48.867018590627694, 2.328581664931248",20.0,42.900000000000006
23.7,2,28.44,16.59,"48.88163816729657, 2.3954401666237373",20.0,35.550000000000004
26.0,3,31.2,18.2,"48.86910019977125, 2.3394607437483312",30.0,26.0
21.4,3,25.68,14.98,"48.8949426537908, 2.321118743705154",30.0,21.4
20.3,3,24.36,14.21,"48.854760283035255, 2.407430328235969",30.0,20.3
22.7,4,27.24,15.89,"48.89555577457166, 2.384777229270242",40.0,17.025
21.8,2,26.16,15.26,"48.87863907572485, 2.380127281829295",20.0,32.7
21.6,2,25.92,15.12,"48.894012169582226, 2.3643867790293243",20.0,32.400000000000006
29.4,1,35.28,20.58,"48.894012169582226, 2.3643867790293243",10.0,88.2
20.2,2,24.24,14.14,"48.854760283035255, 2.407430328235969",20.0,30.3
30.3,1,36.36,21.21,"48.88073523727109, 2.35747081044636",10.0,90.9
22.7,4,27.24,15.89,"48.86371948395739, 2.395272820760115",40.0,17.025
25.9,4,31.08,18.13,"48.868008337402706, 2.3446991274274604",40.0,19.424999999999997
30.2,2,36.24,21.14,"48.871765634282355, 2.2719177404675657",20.0,45.3
35.1,1,42.12,24.57,"48.86388739200144, 2.363123300986952",10.0,105.30000000000001
27.3,1,32.76,19.11,"48.89166759106752, 2.3459787545931863",10.0,81.9
23.1,3,27.72,16.17,"48.82752745777257, 2.3723977369189355",30.0,23.1
29.9,2,35.88,20.93,"48.86465997810256, 2.3363089189653063",20.0,44.849999999999994
24.7,2,29.6,17.3,"48.83429362836976, 2.296919974448867",20.0,37.05
29.6,3,35.5,20.7,"48.867018590627694, 2.328581664931248",30.0,29.6
27.7,3,33.24,19.39,"48.851585175021285, 2.3647679538731117",30.0,27.7
28.0,2,33.6,19.6,"48.82312780567426, 2.352433149542824",20.0,42.0
25.9,4,31.08,18.13,"48.84766363545046, 2.354093153377686",40.0,19.424999999999997
31.1,1,37.3,21.8,"48.88117755028415, 2.289963738115156",10.0,93.30000000000001
35.9,1,43.1,25.1,"48.867074492185395, 2.3086516846814",10.0,107.69999999999999
22.6,4,27.12,15.82,"48.89257777114592, 2.334363089913081",40.0,16.950000000000003
24.3,3,29.16,17.01,"48.85571865089275, 2.358162333852766",30.0,24.3
26.4,1,31.7,18.5,"48.82312780567426, 2.352433149542824",10.0,79.19999999999999
32.2,1,38.6,22.5,"48.84194019337512, 2.356893889624744",10.0,96.60000000000001
23.4,3,28.08,16.38,"48.84194019337512, 2.356893889624744",30.0,23.4
27.8,1,33.4,19.5,"48.850171655497846, 2.291852642697574",10.0,83.4
29.6,4,35.52,20.72,"48.852895586218004, 2.3527750121216795",40.0,22.2
29.0,1,34.8,20.3,"48.88163816729657, 2.3954401666237373",10.0,87.0
24.5,3,29.4,17.2,"48.83906040108164, 2.2780763469189345",30.0,24.5
30.2,2,36.24,21.14,"48.85438440363996, 2.340035371130514",20.0,45.3
31.9,4,38.28,22.33,"48.85035926154756, 2.3110309362657557",40.0,23.925
24.3,3,29.2,17.0,"48.82665262554388, 2.3264369992249008",30.0,24.3
29.6,3,35.5,20.7,"48.87126549302095, 2.320053028649194",30.0,29.6
24.5,3,29.4,17.2,"48.8671501183107, 2.3500801904088187",30.0,24.5
33.0,1,39.6,23.1,"48.86388739200144, 2.363123300986952",10.0,99.0
25.2,4,30.2,17.6,"48.847800629292664, 2.3363388275876775",40.0,18.9
30.8,3,37.0,21.6,"48.85035926154756, 2.3110309362657557",30.0,30.799999999999997
29.8,4,35.8,20.9,"48.852895586218004, 2.3527750121216795",40.0,22.35
35.8,1,42.96,25.06,"48.858514966137854, 2.3164447403399206",10.0,107.39999999999999
31.4,4,37.7,22.0,"48.85035926154756, 2.3110309362657557",40.0,23.549999999999997
28.4,2,34.1,19.9,"48.852895586218004, 2.3527750121216795",20.0,42.599999999999994
27.8,3,33.4,19.5,"48.8490447659431, 2.3457466001872485",30.0,27.8
24.2,3,29.0,16.9,"48.89257777114592, 2.334363089913081",30.0,24.2
39.6,1,47.52,27.72,"48.858514966137854, 2.3164447403399206",10.0,118.8
21.1,3,25.3,14.8,"48.876008290020586, 2.36812301788768",30.0,21.1
24.3,3,29.2,17.0,"48.888481513920595, 2.313856169006357",30.0,24.3
26.8,2,32.16,18.76,"48.87361766097465, 2.352282894951218",20.0,40.2
25.3,4,30.4,17.7,"48.83906040108164, 2.2780763469189345",40.0,18.975
39.3,1,47.2,27.5,"48.84642759400415, 2.327356878234607",10.0,117.89999999999999
23.3,4,27.96,16.31,"48.85209650697998, 2.3887648336025635",40.0,17.475
27.3,2,32.8,19.1,"48.86234502354463, 2.376118055918989",20.0,40.95
34.0,1,40.8,23.8,"48.85035926154756, 2.3110309362657557",10.0,102.0
24.5,4,29.4,17.15,"48.873934691758095, 2.343252579473346",40.0,18.375
33.0,4,39.6,23.1,"48.84642759400415, 2.327356878234607",40.0,24.75
29.7,1,35.6,20.8,"48.87981191977869, 2.3448612910024424",10.0,89.1
21.1,3,25.3,14.8,"48.894012169582226, 2.3643867790293243",30.0,21.1
24.3,4,29.16,17.01,"48.873934691758095, 2.343252579473346",40.0,18.225
26.3,1,31.6,18.4,"48.89166759106752, 2.3459787545931863",10.0,78.89999999999999
21.4,3,25.68,14.98,"48.84691594405347, 2.374401626479208",30.0,21.4
34.6,1,41.5,24.2,"48.85571865089275, 2.358162333852766",10.0,103.8
23.4,4,28.08,16.38,"48.84691594405347, 2.374401626479208",40.0,17.549999999999997
27.8,3,33.4,19.5,"48.88117755028415, 2.289963738115156",30.0,27.8
23.4,3,28.1,16.4,"48.89257777114592, 2.334363089913081",30.0,23.4
22.7,4,27.24,15.89,"48.8379956461218, 2.4331784419569793",40.0,17.025
35.9,1,43.1,25.1,"48.874135575605415, 2.3041188097211407",10.0,107.69999999999999
27.8,3,33.4,19.5,"48.85571865089275, 2.358162333852766",30.0,27.8
27.3,2,32.8,19.1,"48.83740588522813, 2.3633186351497177",20.0,40.95
30.2,2,36.24,21.14,"48.87354738020911, 2.332268868869704",20.0,45.3
26.2,4,31.4,18.3,"48.83740588522813, 2.3633186351497177",40.0,19.650000000000002
22.8,3,27.4,16.0,"48.87981191977869, 2.3448612910024424",30.0,22.8
23.3,4,27.96,16.31,"48.83740588522813, 2.3633186351497177",40.0,17.475
21.4,4,25.7,15.0,"48.89166759106752, 2.3459787545931863",40.0,16.049999999999997
22.7,4,27.2,15.9,"48.87153120058614, 2.3875492398498035",40.0,17.025
24.9,4,29.88,17.43,"48.85209650697998, 2.3887648336025635",40.0,18.674999999999997
23.4,2,28.1,16.4,"48.88163816729657, 2.3954401666237373",20.0,35.099999999999994
20.1,4,24.1,14.1,"48.86371948395739, 2.395272820760115",40.0,15.075000000000001
32.5,1,39.0,22.8,"48.873934691758095, 2.343252579473346",10.0,97.5
30.4,2,36.48,21.28,"48.87814767585099, 2.3171746113048903",20.0,45.6
25.3,2,30.4,17.7,"48.86740319007272, 2.3729648249267643",20.0,37.95
22.4,4,26.9,15.7,"48.873934691758095, 2.343252579473346",40.0,16.799999999999997
24.6,3,29.52,17.22,"48.86234502354463, 2.376118055918989",30.0,24.6
31.5,2,37.8,22.1,"48.867018590627694, 2.328581664931248",20.0,47.25
24.9,4,29.9,17.4,"48.86465997810256, 2.3363089189653063",40.0,18.674999999999997
26.0,3,31.2,18.2,"48.876008290020586, 2.36812301788768",30.0,26.0
25.0,2,30.0,17.5,"48.86740319007272, 2.3729648249267643",20.0,37.5
25.3,2,30.36,17.71,"48.88073523727109, 2.35747081044636",20.0,37.95
26.4,1,31.7,18.5,"48.86740319007272, 2.3729648249267643",10.0,79.19999999999999
23.7,4,28.4,16.6,"48.86234502354463, 2.376118055918989",40.0,17.775000000000002
25.1,4,30.12,17.57,"48.867074492185395, 2.3086516846814",40.0,18.825000000000003
26.6,3,31.9,18.6,"48.88117755028415, 2.289963738115156",30.0,26.6
24.6,2,29.5,17.2,"48.88766108880349, 2.3744682121256666",20.0,36.9
28.6,4,34.32,20.02,"48.87814767585099, 2.3171746113048903",40.0,21.450000000000003
27.3,1,32.8,19.1,"48.89166759106752, 2.3459787545931863",10.0,81.9
24.5,3,29.4,17.2,"48.86647028948414, 2.3570831310567835",30.0,24.5
31.3,1,37.6,21.9,"48.87993433878255, 2.3328501965554715",10.0,93.89999999999999
24.5,4,29.4,17.15,"48.87993433878255, 2.3328501965554715",40.0,18.375
23.7,2,28.4,16.6,"48.82312780567426, 2.352433149542824",20.0,35.550000000000004
29.6,1,35.5,20.7,"48.888481513920595, 2.313856169006357",10.0,88.8
25.9,2,31.08,18.13,"48.84691594405347, 2.374401626479208",20.0,38.849999999999994
30.1,2,36.1,21.1,"48.85528871996157, 2.3336568680904577",20.0,45.150000000000006
22.9,3,27.48,16.03,"48.87993433878255, 2.3328501965554715",30.0,22.9
25.2,4,30.2,17.6,"48.87354738020911, 2.332268868869704",40.0,18.9
24.4,4,29.28,17.08,"48.84691594405347, 2.374401626479208",40.0,18.3
28.0,3,33.6,19.6,"48.85526326937375, 2.3255876525808024",30.0,28.0
25.9,2,31.1,18.1,"48.89166759106752, 2.3459787545931863",20.0,38.849999999999994
32.2,1,38.6,22.5,"48.86234502354463, 2.376118055918989",10.0,96.60000000000001
30.2,2,36.24,21.14,"48.87126549302095, 2.320053028649194",20.0,45.3
32.9,2,39.5,23.0,"48.85829990387876, 2.3015415556941874",20.0,49.35
31.6,1,37.92,22.12,"48.87993433878255, 2.3328501965554715",10.0,94.80000000000001
25.1,3,30.1,17.6,"48.851585175021285, 2.3647679538731117",30.0,25.1
24.5,2,29.4,17.2,"48.89166759106752, 2.3459787545931863",20.0,36.75
21.9,4,26.28,15.33,"48.876008290020586, 2.36812301788768",40.0,16.425
29.7,3,35.64,20.79,"48.858514966137854, 2.3164447403399206",30.0,29.7
27.0,3,32.4,18.9,"48.83373367612219, 2.3476730460658106",30.0,27.0
23.3,4,28.0,16.3,"48.86228910809422, 2.3448988583110166",40.0,17.475
25.9,2,31.1,18.1,"48.86228910809422, 2.3448988583110166",20.0,38.849999999999994
31.1,1,37.3,21.8,"48.87814767585099, 2.3171746113048903",10.0,93.30000000000001
29.5,1,35.4,20.65,"48.82312780567426, 2.352433149542824",10.0,88.5
28.0,4,33.6,19.6,"48.84766363545046, 2.354093153377686",40.0,21.0
31.3,1,37.6,21.9,"48.86228910809422, 2.3448988583110166",10.0,93.89999999999999
35.1,1,42.1,24.6,"48.867018590627694, 2.328581664931248",10.0,105.30000000000001
25.1,3,30.1,17.6,"48.85852137232379, 2.3516669671389687",30.0,25.1
27.7,2,33.24,19.39,"48.88504369140323, 2.302909824651906",20.0,41.55
26.9,1,32.28,18.83,"48.89257777114592, 2.334363089913081",10.0,80.7
29.6,3,35.5,20.7,"48.847800629292664, 2.3363388275876775",30.0,29.6
27.6,1,33.12,19.32,"48.888481513920595, 2.313856169006357",10.0,82.80000000000001
25.9,4,31.1,18.1,"48.84168428795317, 2.3438609263160095",40.0,19.424999999999997
25.5,3,30.6,17.9,"48.8949426537908, 2.321118743705154",30.0,25.5
30.3,1,36.36,21.21,"48.83373367612219, 2.3476730460658106",10.0,90.9
28.6,2,34.32,20.02,"48.83031704260011, 2.315304931573413",20.0,42.900000000000006
25.3,2,30.4,17.7,"48.87153120058614, 2.3875492398498035",20.0,37.95
20.7,3,24.8,14.5,"48.8379956461218, 2.4331784419569793",30.0,20.7
24.0,4,28.8,16.8,"48.823452771575106, 2.337070179863054",40.0,18.0
24.9,4,29.9,17.4,"48.87354738020911, 2.332268868869704",40.0,18.674999999999997
22.8,3,27.4,16.0,"48.88163816729657, 2.3954401666237373",30.0,22.8
28.6,4,34.32,20.02,"48.86327454383974, 2.259935831704838",40.0,21.450000000000003
29.7,2,35.6,20.8,"48.83031704260011, 2.315304931573413",20.0,44.55
25.2,2,30.2,17.6,"48.87153120058614, 2.3875492398498035",20.0,37.8
29.9,1,35.88,20.93,"48.850171655497846, 2.291852642697574",10.0,89.69999999999999
25.4,2,30.5,17.8,"48.85571865089275, 2.358162333852766",20.0,38.1
24.5,4,29.4,17.2,"48.850622342726865, 2.252276907538065",40.0,18.375
29.3,3,35.2,20.5,"48.8490447659431, 2.3457466001872485",30.0,29.3
33.0,1,39.6,23.1,"48.862557245043206, 2.354851518245669",10.0,99.0
23.5,4,28.2,16.5,"48.87361766097465, 2.352282894951218",40.0,17.625
29.8,3,35.8,20.9,"48.86843361445447, 2.2916790427412166",30.0,29.8
24.8,4,29.76,17.36,"48.873934691758095, 2.343252579473346",40.0,18.6
27.7,1,33.2,19.4,"48.82312780567426, 2.352433149542824",10.0,83.1
26.6,2,31.9,18.6,"48.82665262554388, 2.3264369992249008",20.0,39.900000000000006
29.0,2,34.8,20.3,"48.88504369140323, 2.302909824651906",20.0,43.5
22.9,4,27.5,16.0,"48.88163816729657, 2.3954401666237373",40.0,17.175
29.6,3,35.5,20.7,"48.85852137232379, 2.3516669671389687",30.0,29.6
27.7,2,33.2,19.4,"48.83373367612219, 2.3476730460658106",20.0,41.55
34.2,1,41.0,23.9,"48.87126549302095, 2.320053028649194",10.0,102.60000000000001
27.9,2,33.5,19.5,"48.86228910809422, 2.3448988583110166",20.0,41.85
26.7,3,32.04,18.69,"48.8376230959726, 2.331783822887114",30.0,26.7
28.4,1,34.1,19.9,"48.88163816729657, 2.3954401666237373",10.0,85.19999999999999
25.3,2,30.36,17.71,"48.83373367612219, 2.3476730460658106",20.0,37.95
28.5,3,34.2,19.9,"48.83740588522813, 2.3633186351497177",30.0,28.5
26.1,1,31.32,18.27,"48.87103473909125, 2.406171530151038",10.0,78.30000000000001
28.4,2,34.1,19.9,"48.89257777114592, 2.334363089913081",20.0,42.599999999999994
25.3,2,30.36,17.71,"48.873934691758095, 2.343252579473346",20.0,37.95
27.2,1,32.64,19.04,"48.87153120058614, 2.3875492398498035",10.0,81.6
29.0,3,34.8,20.3,"48.851585175021285, 2.3647679538731117",30.0,29.0
26.3,4,31.6,18.4,"48.86065013520993, 2.3349103292801994",40.0,19.724999999999998
18.9,3,22.68,13.23,"48.854760283035255, 2.407430328235969",30.0,18.9
34.4,1,41.3,24.1,"48.888481513920595, 2.313856169006357",10.0,103.2
34.5,1,41.4,24.2,"48.82312780567426, 2.352433149542824",10.0,103.5
18.9,3,22.68,13.23,"48.88163816729657, 2.3954401666237373",30.0,18.9
27.7,1,33.2,19.4,"48.83031704260011, 2.315304931573413",10.0,83.1
16.5,4,19.8,11.55,"48.89555577457166, 2.384777229270242",40.0,12.375
25.9,3,31.1,18.1,"48.89166759106752, 2.3459787545931863",30.0,25.9
26.7,4,32.0,18.7,"48.85852137232379, 2.3516669671389687",40.0,20.025
21.9,4,26.28,15.33,"48.87153120058614, 2.3875492398498035",40.0,16.425
22.6,4,27.1,15.8,"48.84691594405347, 2.374401626479208",40.0,16.950000000000003
22.9,4,27.5,16.0,"48.89213818760241, 2.355536163296278",40.0,17.175
25.9,3,31.1,18.1,"48.89257777114592, 2.334363089913081",30.0,25.9
34.8,1,41.8,24.4,"48.86910019977125, 2.3394607437483312",10.0,104.39999999999999
20.1,3,24.1,14.1,"48.87103473909125, 2.406171530151038",30.0,20.1
25.0,2,30.0,17.5,"48.87103473909125, 2.406171530151038",20.0,37.5
29.5,2,35.4,20.7,"48.87361766097465, 2.352282894951218",20.0,44.25
27.2,2,32.6,19.0,"48.84194019337512, 2.356893889624744",20.0,40.8
20.3,3,24.36,14.21,"48.88163816729657, 2.3954401666237373",30.0,20.3
31.5,2,37.8,22.1,"48.87354738020911, 2.332268868869704",20.0,47.25
16.5,4,19.8,11.55,"48.894012169582226, 2.3643867790293243",40.0,12.375
26.7,3,32.0,18.7,"48.89213818760241, 2.355536163296278",30.0,26.7
25.0,2,30.0,17.5,"48.88163816729657, 2.3954401666237373",20.0,37.5
