ref,piece,max,min,geo_point_2d,surface,price_per_m2,district
22.6,4,27.1,15.8,"48.83031704260011, 2.315304931573413",40.0,16.950000000000003,14
28.4,1,34.1,19.9,"48.87153120058614, 2.3875492398498035",10.0,85.19999999999999,20
26.3,4,31.6,18.4,"48.85438440363996, 2.340035371130514",40.0,19.724999999999998,6
28.4,1,34.1,19.9,"48.87124465089237, 2.3615036473450113",10.0,85.19999999999999,10
33.3,2,40.0,23.3,"48.84766363545046, 2.354093153377686",20.0,49.949999999999996,5
32.3,2,38.8,22.6,"48.87814767585099, 2.3171746113048903",20.0,48.449999999999996,8
27.7,2,33.2,19.4,"48.89257777114592, 2.334363089913081",20.0,41.55,18
26.7,2,32.0,18.7,"48.82752745777257, 2.3723977369189355",20.0,40.05,13
30.1,4,36.1,21.1,"48.85852137232379, 2.3516669671389687",40.0,22.575000000000003,4
27.9,2,33.5,19.5,"48.87981191977869, 2.3448612910024424",20.0,41.85,9
22.9,3,27.5,16.0,"48.87863907572485, 2.380127281829295",30.0,22.9,19
25.7,4,30.8,18.0,"48.8376230959726, 2.331783822887114",40.0,19.275,14
31.8,1,38.2,22.3,"48.83906040108164, 2.2780763469189345",10.0,95.4,15
26.0,3,31.2,18.2,"48.85571865089275, 2.358162333852766",30.0,26.0,4
22.3,3,26.8,15.6,"48.854760283035255, 2.407430328235969",30.0,22.3,20
25.8,4,31.0,18.1,"48.86234502354463, 2.376118055918989",40.0,19.35,11
22.9,4,27.5,16.0,"48.8949426537908, 2.321118743705154",40.0,17.175,17
27.2,1,32.6,19.0,"48.8379956461218, 2.4331784419569793",10.0,81.6,12
28.5,3,34.2,19.9,"48.888481513920595, 2.313856169006357",30.0,28.5,17
25.9,3,31.1,18.1,"48.851585175021285, 2.3647679538731117",30.0,25.9,4
25.4,4,30.5,17.8,"48.823452771575106, 2.337070179863054",40.0,19.05,14
27.2,1,32.6,19.0,"48.854760283035255, 2.407430328235969",10.0,81.6,20
29.2,1,35.0,20.4,"48.84691594405347, 2.374401626479208",10.0,87.6,12
26.4,3,31.7,18.5,"48.873934691758095, 2.343252579473346",30.0,26.4,9
38.0,1,45.6,26.6,"48.869306638088744, 2.3334318076581146",10.0,114.0,2
25.3,3,30.4,17.7,"48.86065013520993, 2.3349103292801994",30.0,25.3,1
23.7,4,28.4,16.6,"48.82665262554388, 2.3264369992249008",40.0,17.775000000000002,14
28.3,4,34.0,19.8,"48.85829990387876, 2.3015415556941874",40.0,21.225,7
21.1,2,25.3,14.8,"48.88766108880349, 2.3744682121256666",20.0,31.650000000000006,19
24.2,4,29.0,16.9,"48.88073523727109, 2.35747081044636",40.0,18.15,10
25.1,4,30.12,17.57,"48.869306638088744, 2.3334318076581146",40.0,18.825000000000003,2
29.6,4,35.52,20.72,"48.869306638088744, 2.3334318076581146",40.0,22.2,2
27.2,3,32.64,19.04,"48.86910019977125, 2.3394607437483312",30.0,27.2,2
28.6,3,34.3,20.0,"48.86388739200144, 2.363123300986952",30.0,28.6,3
25.2,3,30.24,17.64,"48.869306638088744, 2.3334318076581146",30.0,25.2,2
33.8,1,40.6,23.7,"48.84271125032415, 2.3107774536393966",10.0,101.39999999999999,15
32.5,1,39.0,22.8,"48.87981191977869, 2.3448612910024424",10.0,97.5,9
34.2,1,41.04,23.94,"48.8671501183107, 2.3500801904088187",10.0,102.60000000000001,2
25.3,3,30.4,17.7,"48.89166759106752, 2.3459787545931863",30.0,25.3,18
30.2,2,36.24,21.14,"48.869306638088744, 2.3334318076581146",20.0,45.3,2
26.0,4,31.2,18.2,"48.86647028948414, 2.3570831310567835",40.0,19.5,3
34.8,1,41.8,24.4,"48.84766363545046, 2.354093153377686",10.0,104.39999999999999,5
25.9,4,31.08,18.13,"48.86647028948414, 2.3570831310567835",40.0,19.424999999999997,3
25.8,2,31.0,18.1,"48.888481513920595, 2.313856169006357",20.0,38.7,17
31.0,1,37.2,21.7,"48.86234502354463, 2.376118055918989",10.0,93.0,11
30.2,2,36.24,21.14,"48.852895586218004, 2.3527750121216795",20.0,45.3,4
33.7,1,40.44,23.59,"48.84766363545046, 2.354093153377686",10.0,101.10000000000001,5
38.0,1,45.6,26.6,"48.847800629292664, 2.3363388275876775",10.0,114.0,6
25.9,4,31.08,18.13,"48.852895586218004, 2.3527750121216795",40.0,19.424999999999997,4
25.8,4,31.0,18.1,"48.867018590627694, 2.328581664931248",40.0,19.35,1
34.2,1,41.0,23.9,"48.847800629292664, 2.3363388275876775",10.0,102.60000000000001,6
36.0,1,43.2,25.2,"48.85852137232379, 2.3516669671389687",10.0,108.0,4
31.5,1,37.8,22.05,"48.85852137232379, 2.3516669671389687",10.0,94.5,4
26.6,2,31.9,18.6,"48.8490447659431, 2.3457466001872485",20.0,39.900000000000006,5
24.9,4,29.88,17.43,"48.84194019337512, 2.356893889624744",40.0,18.674999999999997,5
32.1,1,38.52,22.47,"48.84766363545046, 2.354093153377686",10.0,96.3,5
29.4,4,35.3,20.6,"48.86065013520993, 2.3349103292801994",40.0,22.05,1
30.2,2,36.24,21.14,"48.847800629292664, 2.3363388275876775",20.0,45.3,6
23.5,2,28.2,16.5,"48.8379956461218, 2.4331784419569793",20.0,35.25,12
25.1,4,30.12,17.57,"48.85438440363996, 2.340035371130514",40.0,18.825000000000003,6
21.7,3,26.0,15.2,"48.894012169582226, 2.3643867790293243",30.0,21.7,18
26.4,4,31.7,18.5,"48.850622342726865, 2.252276907538065",40.0,19.799999999999997,16
35.8,1,42.96,25.06,"48.85526326937375, 2.3255876525808024",10.0,107.39999999999999,7
32.4,2,38.9,22.7,"48.85829990387876, 2.3015415556941874",20.0,48.599999999999994,7
29.6,2,35.5,20.7,"48.86843361445447, 2.2916790427412166",20.0,44.4,16
31.9,2,38.28,22.33,"48.847800629292664, 2.3363388275876775",20.0,47.85,6
26.0,3,31.2,18.2,"48.84168428795317, 2.3438609263160095",30.0,26.0,5
29.6,4,35.52,20.72,"48.85438440363996, 2.340035371130514",40.0,22.2,6
34.1,1,40.9,23.9,"48.85852137232379, 2.3516669671389687",10.0,102.30000000000001,4
27.9,3,33.5,19.5,"48.850622342726865, 2.252276907538065",30.0,27.9,16
33.1,1,39.7,23.2,"48.87814767585099, 2.3171746113048903",10.0,99.3,8
27.3,2,32.76,19.11,"48.85706404083103, 2.380364061726767",20.0,40.95,11
27.9,2,33.48,19.53,"48.87361766097465, 2.352282894951218",20.0,41.85,10
22.6,4,27.1,15.8,"48.87863907572485, 2.380127281829295",40.0,16.950000000000003,19
30.2,2,36.24,21.14,"48.867074492185395, 2.3086516846814",20.0,45.3,8
27.3,1,32.76,19.11,"48.830359242366505, 2.428826815083849",10.0,81.9,12
22.6,2,27.12,15.82,"48.830359242366505, 2.428826815083849",20.0,33.900000000000006,12
34.1,1,40.9,23.9,"48.85528871996157, 2.3336568680904577",10.0,102.30000000000001,6
28.1,3,33.7,19.7,"48.87814767585099, 2.3171746113048903",30.0,28.1,8
25.3,2,30.36,17.71,"48.87981191977869, 2.3448612910024424",20.0,37.95,9
33.7,1,40.4,23.6,"48.83740588522813, 2.3633186351497177",10.0,101.10000000000001,13
32.9,1,39.48,23.03,"48.87361766097465, 2.352282894951218",10.0,98.7,10
29.0,3,34.8,20.3,"48.869306638088744, 2.3334318076581146",30.0,29.0,2
25.8,3,30.96,18.06,"48.87981191977869, 2.3448612910024424",30.0,25.8,9
26.0,3,31.2,18.2,"48.87124465089237, 2.3615036473450113",30.0,26.0,10
24.6,3,29.52,17.22,"48.83740588522813, 2.3633186351497177",30.0,24.6,13
26.1,1,31.32,18.27,"48.8379956461218, 2.4331784419569793",10.0,78.30000000000001,12
33.7,1,40.4,23.6,"48.859192412713874, 2.3632050573309638",10.0,101.10000000000001,3
31.9,2,38.28,22.33,"48.87126549302095, 2.320053028649194",20.0,47.85,8
40.7,1,48.8,28.5,"48.85035926154756, 2.3110309362657557",10.0,122.10000000000001,7
33.7,1,40.4,23.6,"48.823452771575106, 2.337070179863054",10.0,101.10000000000001,14
28.4,1,34.1,19.9,"48.86740319007272, 2.3729648249267643",10.0,85.19999999999999,11
28.0,2,33.6,19.6,"48.83740588522813, 2.3633186351497177",20.0,42.0,13
27.7,2,33.2,19.4,"48.830359242366505, 2.428826815083849",20.0,41.55,12
31.5,1,37.8,22.05,"48.87981191977869, 2.3448612910024424",10.0,94.5,9
29.3,3,35.2,20.5,"48.862557245043206, 2.354851518245669",30.0,29.3,3
23.4,4,28.08,16.38,"48.85706404083103, 2.380364061726767",40.0,17.549999999999997,11
25.1,4,30.1,17.6,"48.873934691758095, 2.343252579473346",40.0,18.825000000000003,9
24.9,4,29.9,17.4,"48.867018590627694, 2.328581664931248",40.0,18.674999999999997,1
30.2,2,36.2,21.1,"48.83373367612219, 2.3476730460658106",20.0,45.3,13
32.5,1,39.0,22.8,"48.88073523727109, 2.35747081044636",10.0,97.5,10
36.4,1,43.7,25.5,"48.85438440363996, 2.340035371130514",10.0,109.19999999999999,6
28.8,3,34.6,20.2,"48.86843361445447, 2.2916790427412166",30.0,28.8,16
27.7,1,33.2,19.4,"48.89166759106752, 2.3459787545931863",10.0,83.1,18
37.0,1,44.4,25.9,"48.874135575605415, 2.3041188097211407",10.0,111.0,8
38.0,1,45.6,26.6,"48.87126549302095, 2.320053028649194",10.0,114.0,8
32.0,2,38.4,22.4,"48.85829990387876, 2.3015415556941874",20.0,48.0,7
26.7,3,32.04,18.69,"48.87361766097465, 2.352282894951218",30.0,26.7,10
33.0,2,39.6,23.1,"48.867018590627694, 2.328581664931248",20.0,49.5,1
29.8,3,35.76,20.86,"48.85035926154756, 2.3110309362657557",30.0,29.8,7
26.8,4,32.2,18.8,"48.84766363545046, 2.354093153377686",40.0,20.1,5
31.8,2,38.2,22.3,"48.85829990387876, 2.3015415556941874",20.0,47.7,7
27.3,2,32.8,19.1,"48.85706404083103, 2.380364061726767",20.0,40.95,11
23.1,4,27.72,16.17,"48.8376230959726, 2.331783822887114",40.0,17.325,14
27.9,2,33.48,19.53,"48.83373367612219, 2.3476730460658106",20.0,41.85,13
24.6,3,29.52,17.22,"48.888481513920595, 2.313856169006357",30.0,24.6,17
26.8,4,32.16,18.76,"48.86327454383974, 2.259935831704838",40.0,20.1,16
23.3,4,27.96,16.31,"48.82665262554388, 2.3264369992249008",40.0,17.475,14
26.7,1,32.0,18.7,"48.82752745777257, 2.3723977369189355",10.0,80.1,13
31.9,1,38.3,22.3,"48.83429362836976, 2.296919974448867",10.0,95.7,15
22.7,4,27.24,15.89,"48.8376230959726, 2.331783822887114",40.0,17.025,14
33.0,4,39.6,23.1,"48.858514966137854, 2.3164447403399206",40.0,24.75,7
31.0,1,37.2,21.7,"48.888481513920595, 2.313856169006357",10.0,93.0,17
33.2,1,39.84,23.24,"48.86843361445447, 2.2916790427412166",10.0,99.60000000000001,16
32.1,1,38.52,22.47,"48.84271125032415, 2.3107774536393966",10.0,96.3,15
32.2,1,38.6,22.5,"48.85571865089275, 2.358162333852766",10.0,96.60000000000001,4
26.7,1,32.0,18.7,"48.88163816729657, 2.3954401666237373",10.0,80.1,19
28.3,2,33.96,19.81,"48.86327454383974, 2.259935831704838",20.0,42.45,16
24.6,3,29.5,17.2,"48.888481513920595, 2.313856169006357",30.0,24.6,17
26.6,3,31.92,18.62,"48.83429362836976, 2.296919974448867",30.0,26.6,15
30.4,2,36.48,21.28,"48.871765634282355, 2.2719177404675657",20.0,45.6,16
29.4,4,35.3,20.6,"48.847800629292664, 2.3363388275876775",40.0,22.05,6
25.2,3,30.2,17.6,"48.850622342726865, 2.252276907538065",30.0,25.2,16
39.8,1,47.8,27.9,"48.85829990387876, 2.3015415556941874",10.0,119.39999999999999,7
28.7,3,34.44,20.09,"48.85571865089275, 2.358162333852766",30.0,28.7,4
20.5,3,24.6,14.35,"48.89257777114592, 2.334363089913081",30.0,20.5,18
21.2,3,25.44,14.84,"48.89555577457166, 2.384777229270242",30.0,21.2,19
23.4,3,28.08,16.38,"48.89257777114592, 2.334363089913081",30.0,23.4,18
29.5,4,35.4,20.65,"48.874135575605415, 2.3041188097211407",40.0,22.125,8
25.4,4,30.48,17.78,"48.83429362836976, 2.296919974448867",40.0,19.05,15
26.0,3,31.2,18.2,"48.87153120058614, 2.3875492398498035",30.0,26.0,20
29.7,1,35.64,20.79,"48.823452771575106, 2.337070179863054",10.0,89.1,14
28.7,3,34.44,20.09,"48.86647028948414, 2.3570831310567835",30.0,28.7,3
28.5,3,34.2,19.95,"48.868008337402706, 2.3446991274274604",30.0,28.5,2
34.5,1,41.4,24.15,"48.8671501183107, 2.3500801904088187",10.0,103.5,2
32.7,1,39.24,22.89,"48.86843361445447, 2.2916790427412166",10.0,98.10000000000001,16
22.3,3,26.8,15.6,"48.88766108880349, 2.3744682121256666",30.0,22.3,19
27.2,2,32.6,19.0,"48.84168428795317, 2.3438609263160095",20.0,40.8,5
28.3,4,34.0,19.8,"48.85526326937375, 2.3255876525808024",40.0,21.225,7
22.4,4,26.9,15.7,"48.85706404083103, 2.380364061726767",40.0,16.799999999999997,11
30.0,2,36.0,21.0,"48.86234502354463, 2.376118055918989",20.0,45.0,11
28.8,1,34.6,20.2,"48.86234502354463, 2.376118055918989",10.0,86.39999999999999,11
25.1,3,30.1,17.6,"48.876008290020586, 2.36812301788768",30.0,25.1,10
30.0,2,36.0,21.0,"48.82665262554388, 2.3264369992249008",20.0,45.0,14
30.1,4,36.1,21.1,"48.86910019977125, 2.3394607437483312",40.0,22.575000000000003,2
33.9,2,40.7,23.7,"48.869306638088744, 2.3334318076581146",20.0,50.849999999999994,2
33.7,1,40.4,23.6,"48.87153120058614, 2.3875492398498035",10.0,101.10000000000001,20
32.0,2,38.4,22.4,"48.86843361445447, 2.2916790427412166",20.0,48.0,16
29.0,2,34.8,20.3,"48.85706404083103, 2.380364061726767",20.0,43.5,11
30.1,4,36.1,21.1,"48.852895586218004, 2.3527750121216795",40.0,22.575000000000003,4
18.1,4,21.7,12.7,"48.854760283035255, 2.407430328235969",40.0,13.575000000000001,20
25.5,3,30.6,17.9,"48.8949426537908, 2.321118743705154",30.0,25.5,17
34.0,3,40.8,23.8,"48.85829990387876, 2.3015415556941874",30.0,34.0,7
33.9,2,40.7,23.7,"48.87126549302095, 2.320053028649194",20.0,50.849999999999994,8
31.1,1,37.3,21.8,"48.82752745777257, 2.3723977369189355",10.0,93.30000000000001,13
28.4,1,34.1,19.9,"48.89257777114592, 2.334363089913081",10.0,85.19999999999999,18
35.0,1,42.0,24.5,"48.86065013520993, 2.3349103292801994",10.0,105.0,1
31.5,2,37.8,22.1,"48.85852137232379, 2.3516669671389687",20.0,47.25,4
20.0,4,24.0,14.0,"48.87863907572485, 2.380127281829295",40.0,15.0,19
21.7,4,26.0,15.2,"48.83031704260011, 2.315304931573413",40.0,16.275,14
31.1,2,37.3,21.8,"48.874135575605415, 2.3041188097211407",20.0,46.650000000000006,8
30.4,3,36.5,21.3,"48.86843361445447, 2.2916790427412166",30.0,30.399999999999995,16
27.2,2,32.6,19.0,"48.82665262554388, 2.3264369992249008",20.0,40.8,14
23.1,4,27.7,16.2,"48.89166759106752, 2.3459787545931863",40.0,17.325,18
26.0,3,31.2,18.2,"48.850622342726865, 2.252276907538065",30.0,26.0,16
27.8,2,33.4,19.5,"48.84691594405347, 2.374401626479208",20.0,41.7,12
28.6,4,34.3,20.0,"48.8490447659431, 2.3457466001872485",40.0,21.450000000000003,5
29.6,3,35.5,20.7,"48.86465997810256, 2.3363089189653063",30.0,29.6,1
31.1,2,37.3,21.8,"48.852895586218004, 2.3527750121216795",20.0,46.650000000000006,4
24.1,3,28.9,16.9,"48.87361766097465, 2.352282894951218",30.0,24.1,10
31.5,2,37.8,22.1,"48.869306638088744, 2.3334318076581146",20.0,47.25,2
35.0,1,42.0,24.5,"48.87126549302095, 2.320053028649194",10.0,105.0,8
26.6,4,31.9,18.6,"48.850622342726865, 2.252276907538065",40.0,19.950000000000003,16
25.7,4,30.8,18.0,"48.84194019337512, 2.356893889624744",40.0,19.275,5
25.2,4,30.2,17.6,"48.83031704260011, 2.315304931573413",40.0,18.9,14
29.3,3,35.2,20.5,"48.86388739200144, 2.363123300986952",30.0,29.3,3
16.6,4,19.9,11.6,"48.89555577457166, 2.384777229270242",40.0,12.450000000000001,19
25.7,4,30.8,18.0,"48.82665262554388, 2.3264369992249008",40.0,19.275,14
25.8,4,31.0,18.1,"48.83740588522813, 2.3633186351497177",40.0,19.35,13
28.2,2,33.8,19.7,"48.88504369140323, 2.302909824651906",20.0,42.3,17
33.3,1,40.0,23.3,"48.83740588522813, 2.3633186351497177",10.0,99.89999999999999,13
25.4,4,30.5,17.8,"48.87153120058614, 2.3875492398498035",40.0,19.05,20
27.2,2,32.6,19.0,"48.862557245043206, 2.354851518245669",20.0,40.8,3
26.8,4,32.2,18.8,"48.88117755028415, 2.289963738115156",40.0,20.1,17
27.1,2,32.5,19.0,"48.835209049865114, 2.3862100842120184",20.0,40.65,12
40.7,1,48.8,28.5,"48.858514966137854, 2.3164447403399206",10.0,122.10000000000001,7
27.8,2,33.4,19.5,"48.86740319007272, 2.3729648249267643",20.0,41.7,11
29.9,3,35.9,20.9,"48.86388739200144, 2.363123300986952",30.0,29.9,3
28.2,4,33.8,19.7,"48.88504369140323, 2.302909824651906",40.0,21.15,17
26.2,3,31.4,18.3,"48.85209650697998, 2.3887648336025635",30.0,26.2,11
29.4,1,35.3,20.6,"48.87863907572485, 2.380127281829295",10.0,88.2,19
36.8,1,44.2,25.8,"48.84766363545046, 2.354093153377686",10.0,110.39999999999999,5
27.8,2,33.4,19.5,"48.85706404083103, 2.380364061726767",20.0,41.7,11
37.5,1,45.0,26.3,"48.84168428795317, 2.3438609263160095",10.0,112.5,5
27.4,4,32.9,19.2,"48.850171655497846, 2.291852642697574",40.0,20.549999999999997,15
25.4,4,30.5,17.8,"48.8949426537908, 2.321118743705154",40.0,19.05,17
28.1,2,33.7,19.7,"48.823452771575106, 2.337070179863054",20.0,42.15,14
24.6,3,29.5,17.2,"48.83740588522813, 2.3633186351497177",30.0,24.6,13
26.3,3,31.6,18.4,"48.83031704260011, 2.315304931573413",30.0,26.3,14
22.4,2,26.9,15.7,"48.89555577457166, 2.384777229270242",20.0,33.599999999999994,19
28.6,3,34.3,20.0,"48.859192412713874, 2.3632050573309638",30.0,28.6,3
27.3,3,32.8,19.1,"48.84271125032415, 2.3107774536393966",30.0,27.3,15
25.3,3,30.4,17.7,"48.867074492185395, 2.3086516846814",30.0,25.3,8
32.7,1,39.2,22.9,"48.83906040108164, 2.2780763469189345",10.0,98.10000000000001,15
25.9,2,31.1,18.1,"48.88766108880349, 2.3744682121256666",20.0,38.849999999999994,19
32.4,2,38.9,22.7,"48.859192412713874, 2.3632050573309638",20.0,48.599999999999994,3
30.4,2,36.5,21.3,"48.86065013520993, 2.3349103292801994",20.0,45.6,1
31.5,3,37.8,22.1,"48.851585175021285, 2.3647679538731117",30.0,31.5,4
31.9,3,38.3,22.3,"48.85526326937375, 2.3255876525808024",30.0,31.9,7
24.5,4,29.4,17.2,"48.86740319007272, 2.3729648249267643",40.0,18.375,11
26.6,2,31.9,18.6,"48.84766363545046, 2.354093153377686",20.0,39.900000000000006,5
31.3,1,37.6,21.9,"48.873934691758095, 2.343252579473346",10.0,93.89999999999999,9
30.3,3,36.4,21.2,"48.87814767585099, 2.3171746113048903",30.0,30.3,8
26.6,2,31.9,18.6,"48.85571865089275, 2.358162333852766",20.0,39.900000000000006,4
30.7,1,36.8,21.5,"48.850171655497846, 2.291852642697574",10.0,92.1,15
24.9,4,29.9,17.4,"48.83740588522813, 2.3633186351497177",40.0,18.674999999999997,13
26.6,2,31.9,18.6,"48.830359242366505, 2.428826815083849",20.0,39.900000000000006,12
32.4,2,38.9,22.7,"48.84766363545046, 2.354093153377686",20.0,48.599999999999994,5
24.5,4,29.4,17.2,"48.87153120058614, 2.3875492398498035",40.0,18.375,20
31.0,2,37.2,21.7,"48.86065013520993, 2.3349103292801994",20.0,46.5,1
30.4,2,36.5,21.3,"48.867018590627694, 2.328581664931248",20.0,45.6,1
26.8,4,32.2,18.8,"48.86388739200144, 2.363123300986952",40.0,20.1,3
27.8,4,33.4,19.5,"48.87814767585099, 2.3171746113048903",40.0,20.85,8
27.7,3,33.2,19.4,"48.86234502354463, 2.376118055918989",30.0,27.7,11
32.5,1,39.0,22.8,"48.873934691758095, 2.343252579473346",10.0,97.5,9
34.2,1,41.0,23.9,"48.852895586218004, 2.3527750121216795",10.0,102.60000000000001,4
29.7,1,35.6,20.8,"48.89257777114592, 2.334363089913081",10.0,89.1,18
19.7,4,23.6,13.8,"48.8379956461218, 2.4331784419569793",40.0,14.775,12
31.0,1,37.2,21.7,"48.82665262554388, 2.3264369992249008",10.0,93.0,14
28.6,3,34.3,20.0,"48.862557245043206, 2.354851518245669",30.0,28.6,3
34.4,1,41.3,24.1,"48.87993433878255, 2.3328501965554715",10.0,103.2,9
36.6,1,43.9,25.6,"48.8671501183107, 2.3500801904088187",10.0,109.80000000000001,2
27.8,3,33.4,19.5,"48.88504369140323, 2.302909824651906",30.0,27.8,17
26.4,2,31.7,18.5,"48.83429362836976, 2.296919974448867",20.0,39.599999999999994,15
24.7,3,29.6,17.3,"48.82665262554388, 2.3264369992249008",30.0,24.7,14
28.8,1,34.6,20.2,"48.82665262554388, 2.3264369992249008",10.0,86.39999999999999,14
23.4,3,28.1,16.4,"48.854760283035255, 2.407430328235969",30.0,23.4,20
27.0,2,32.4,18.9,"48.876008290020586, 2.36812301788768",20.0,40.5,10
30.4,2,36.5,21.3,"48.873934691758095, 2.343252579473346",20.0,45.6,9
29.4,1,35.3,20.6,"48.8379956461218, 2.4331784419569793",10.0,88.2,12
29.3,4,35.2,20.5,"48.85035926154756, 2.3110309362657557",40.0,21.975,7
35.0,1,42.0,24.5,"48.86465997810256, 2.3363089189653063",10.0,105.0,1
23.3,3,27.96,16.31,"48.88766108880349, 2.3744682121256666",30.0,23.3,19
28.9,4,34.68,20.23,"48.86647028948414, 2.3570831310567835",40.0,21.674999999999997,3
23.6,3,28.32,16.52,"48.87981191977869, 2.3448612910024424",30.0,23.6,9
29.4,4,35.28,20.58,"48.871765634282355, 2.2719177404675657",40.0,22.05,16
16.1,4,19.32,11.27,"48.88766108880349, 2.3744682121256666",40.0,12.075000000000001,19
24.3,4,29.16,17.01,"48.850622342726865, 2.252276907538065",40.0,18.225,16
26.4,2,31.68,18.48,"48.8671501183107, 2.3500801904088187",20.0,39.599999999999994,2
31.2,2,37.44,21.84,"48.84642759400415, 2.327356878234607",20.0,46.800000000000004,6
23.0,4,27.6,16.1,"48.86740319007272, 2.3729648249267643",40.0,17.25,11
30.3,2,36.36,21.21,"48.88117755028415, 2.289963738115156",20.0,45.45,17
27.3,4,32.76,19.11,"48.84271125032415, 2.3107774536393966",40.0,20.475,15
29.7,1,35.64,20.79,"48.850622342726865, 2.252276907538065",10.0,89.1,16
35.9,1,43.08,25.13,"48.87126549302095, 2.320053028649194",10.0,107.69999999999999,8
29.4,1,35.28,20.58,"48.89555577457166, 2.384777229270242",10.0,88.2,19
26.1,1,31.32,18.27,"48.89555577457166, 2.384777229270242",10.0,78.30000000000001,19
29.0,4,34.8,20.3,"48.867074492185395, 2.3086516846814",40.0,21.75,8
32.9,1,39.48,23.03,"48.873934691758095, 2.343252579473346",10.0,98.7,9
20.3,3,24.36,14.21,"48.89555577457166, 2.384777229270242",30.0,20.3,19
24.2,4,29.04,16.94,"48.89213818760241, 2.355536163296278",40.0,18.15,18
20.2,2,24.24,14.14,"48.88163816729657, 2.3954401666237373",20.0,30.3,19
26.4,4,31.68,18.48,"48.86910019977125, 2.3394607437483312",40.0,19.799999999999997,2
23.1,3,27.72,16.17,"48.894012169582226, 2.3643867790293243",30.0,23.1,18
26.8,3,32.16,18.76,"48.873934691758095, 2.343252579473346",30.0,26.8,9
26.2,3,31.44,18.34,"48.86065013520993, 2.3349103292801994",30.0,26.2,1
25.9,2,31.1,18.1,"48.87981191977869, 2.3448612910024424",20.0,38.849999999999994,9
18.9,4,22.68,13.23,"48.854760283035255, 2.407430328235969",40.0,14.174999999999999,20
29.6,1,35.5,20.7,"48.83906040108164, 2.2780763469189345",10.0,88.8,15
34.4,2,41.28,24.08,"48.84642759400415, 2.327356878234607",20.0,51.6,6
25.3,3,30.4,17.7,"48.88504369140323, 2.302909824651906",30.0,25.3,17
37.6,1,45.12,26.32,"48.867074492185395, 2.3086516846814",10.0,112.80000000000001,8
22.1,2,26.5,15.5,"48.830359242366505, 2.428826815083849",20.0,33.15,12
27.6,1,33.1,19.3,"48.87153120058614, 2.3875492398498035",10.0,82.80000000000001,20
35.7,1,42.84,24.99,"48.851585175021285, 2.3647679538731117",10.0,107.10000000000001,4
23.0,3,27.6,16.1,"48.87993433878255, 2.3328501965554715",30.0,23.0,9
27.3,4,32.76,19.11,"48.88117755028415, 2.289963738115156",40.0,20.475,17
29.6,2,35.5,20.7,"48.86327454383974, 2.259935831704838",20.0,44.4,16
20.3,3,24.4,14.2,"48.830359242366505, 2.428826815083849",30.0,20.3,12
24.0,2,28.8,16.8,"48.88163816729657, 2.3954401666237373",20.0,36.0,19
34.7,1,41.64,24.29,"48.84766363545046, 2.354093153377686",10.0,104.10000000000001,5
27.5,1,33.0,19.25,"48.89213818760241, 2.355536163296278",10.0,82.5,18
32.6,2,39.12,22.82,"48.874135575605415, 2.3041188097211407",20.0,48.900000000000006,8
28.7,3,34.44,20.09,"48.859192412713874, 2.3632050573309638",30.0,28.7,3
17.3,4,20.8,12.1,"48.88163816729657, 2.3954401666237373",40.0,12.975,19
29.0,2,34.8,20.3,"48.86234502354463, 2.376118055918989",20.0,43.5,11
24.6,2,29.5,17.2,"48.87103473909125, 2.406171530151038",20.0,36.9,20
28.8,1,34.6,20.2,"48.86371948395739, 2.395272820760115",10.0,86.39999999999999,20
25.8,3,31.0,18.1,"48.888481513920595, 2.313856169006357",30.0,25.8,17
33.7,1,40.4,23.6,"48.85209650697998, 2.3887648336025635",10.0,101.10000000000001,11
28.3,3,34.0,19.8,"48.87814767585099, 2.3171746113048903",30.0,28.3,8
29.3,4,35.2,20.5,"48.8671501183107, 2.3500801904088187",40.0,21.975,2
28.7,2,34.4,20.1,"48.86647028948414, 2.3570831310567835",20.0,43.050000000000004,3
29.0,3,34.8,20.3,"48.85852137232379, 2.3516669671389687",30.0,29.0,4
26.1,2,31.32,18.27,"48.8671501183107, 2.3500801904088187",20.0,39.150000000000006,2
24.9,2,29.9,17.4,"48.83740588522813, 2.3633186351497177",20.0,37.349999999999994,13
27.0,2,32.4,18.9,"48.84766363545046, 2.354093153377686",20.0,40.5,5
23.7,4,28.4,16.6,"48.83373367612219, 2.3476730460658106",40.0,17.775000000000002,13
25.3,4,30.4,17.7,"48.83906040108164, 2.2780763469189345",40.0,18.975,15
31.1,1,37.3,21.8,"48.86327454383974, 2.259935831704838",10.0,93.30000000000001,16
25.5,2,30.6,17.9,"48.83429362836976, 2.296919974448867",20.0,38.25,15
28.3,4,34.0,19.8,"48.859192412713874, 2.3632050573309638",40.0,21.225,3
26.8,4,32.2,18.8,"48.8671501183107, 2.3500801904088187",40.0,20.1,2
26.6,3,31.9,18.6,"48.851585175021285, 2.3647679538731117",30.0,26.6,4
26.4,3,31.7,18.5,"48.86327454383974, 2.259935831704838",30.0,26.4,16
32.9,1,39.5,23.0,"48.8949426537908, 2.321118743705154",10.0,98.7,17
30.1,2,36.1,21.1,"48.867074492185395, 2.3086516846814",20.0,45.150000000000006,8
22.7,3,27.2,15.9,"48.84691594405347, 2.374401626479208",30.0,22.7,12
28.8,3,34.6,20.2,"48.87814767585099, 2.3171746113048903",30.0,28.8,8
